(このデータベースでリストした数値は100g の可食部です。),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,分類,食材の名前,英語表記,廃棄率(%),カロリー(kcal),修正カロリー(kcal),水分(g),粗タンパク(g),粗脂肪(g),飽和脂肪酸(g),灰分(g),総炭水化物(g),食物繊維(g),糖質の総量(g),ブドウ糖(g),果糖(g),半乳糖(g),麦芽糖(g),蔗糖(g),乳糖(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),鉄(mg),亜鉛(mg),リン(mg),銅(ug),ビタミンA総量(I.U.),レチノール活性当量(ug),α-カロテン(ug),β-カロテン(ug),レチノール(ug),α-トコフェロール当量(mg),ビタミンE総量(mg),α-トコフェロール(mg),β-トコフェロール(mg),γ-トコフェロール(mg),δ-トコフェロール(mg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン ((mg),ビタミンB6(mg),ビタミンB12(ug),葉酸(ug),ビタミンC(mg),脂肪酸S総量(%),酪酸(4:0)-成分值(%),己酸(6:0)-成分值(%),辛酸(8:0)-成分值(%),癸酸(10:0)-成分值(%),月桂酸(12:0)-成分值(%),十三酸(13:0)-成分值(%),肉豆蔻酸(14:0)-成分值(%),十五酸(15:0)-成分值(%),棕櫚酸(16:0)-成分值(%),十七酸(17:0)-成分值(%),硬脂酸(18:0)-成分值(%),十九酸(19:0)-成分值(%),花生酸(20:0)-成分值(%),山酸(22:0)-成分值(%),廿四酸(24:0)-成分值(%),脂肪酸M總量-成分值(%),肉豆蔻烯酸(14:1)-成分值(%),棕櫚烯酸(16:1)-成分值(%),油酸(18:1)-成分值(%),鱈烯酸(20:1)-成分值(%),芥子酸(22:1)-成分值(%),脂肪酸P總量-成分值(%),亞麻油酸(18:2)-成分值(%),次亞麻油酸(18:3)-成分值(%),十八碳四烯酸(18:4)-成分值(%),花生油酸(20:4)-成分值(%),廿碳五烯酸(20:5)-成分值(%),廿二碳五烯酸(22:5)-成分值(%),廿二碳六烯酸(22:6)-成分值(%),其他脂肪酸-成分值(%),不飽和脂肪酸(mg),水解胺基酸總量-成分值(mg),天門冬胺酸(Asp)-成分值(mg),酥胺酸(Thr)-成分值(mg),絲胺酸(Ser)-成分值(mg),麩胺酸(Glu)-成分值(mg),脯胺酸(Pro)-成分值(mg),甘胺酸(Gly)-成分值(mg),丙胺酸(Ala)-成分值(mg),胱胺酸(Cys)-成分值(mg),纈胺酸(Val)-成分值(mg),甲硫胺酸(Met)-成分值(mg),異白胺酸(Ile)-成分值(mg),白胺酸(Leu)-成分值(mg),酪胺酸(Tyr)-成分值(mg),苯丙胺酸(Phe)-成分值(mg),離胺酸(Lys)-成分值(mg),組胺酸(His)-成分值(mg),精胺酸(Arg)-成分值(mg),色胺酸(Trp)-成分值(mg),コレステロール.(mg),アルコール(g)
B01801,いも・でんぷん類,水の栗の粉,Chinese water chestnut starch,,364.8579,363.7621,11.226,0.384,0.2065,0,0.4097,87.7738,0.5169,0,0,0,,0,0,0,3.829,42.069,11.2463,4.625,1.506,0.285,10.952,,0,0,,0,,0,0,0,0,0,0,0.03,0,0.22,0.033,,33.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
B01901,いも・でんぷん類,蓮,Lotus root; Indian lotus tuber; East Indian lotus,21.1,65.1526,58.1861,83.398,2.0293,0.1893,0.089,0.8801,13.5033,3.2861,3.1835,0.8199,0.9351,,0,1.4285,0,15.6451,326.9267,23.9187,13.7826,0.5413,0.3245,63.8523,,5.5553,0.5557,0,3.3333,,0.789,0.9325,0.7005,0.219,0.0085,0.0045,0.1003,0.0198,0.2368,0.0623,,6.916,33.0327,46.993,0,0.401,0.792,0.743,6.176,0,3.275,0.501,29.152,0.36,4.35,0,0.373,0.303,0.567,31.561,0,2.152,29.409,0,0,20.781,17.218,3.563,0,0,0,0,0,0.666,,1671.326,759.073,51.419,51.914,170.609,51.148,34.703,59.977,19.338,56.702,13.164,36.776,55.219,45.64,3.562,57.169,41.943,140.859,22.111,,
B02001,いも・でんぷん類,調理レンコン, Lotus root; Indian lotus tuber;East Indian lotus,18,50.2206,47.2195,87.323,1.088,0.0542,,0.488,11.0468,1.4156,,,,,,,,28.5148,182.8478,13.42,7.5061,0.3953,0.4928,28.6919,,0,0,,0,,0.552,0.63,0.5,0.13,0,0,0.054,0.018,0.064,0.097,,6.83,34.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02002,いも・でんぷん類,調理レンコンスライス（ゆ）, Lotus root; Indian lotus tuber;East Indian lotus,,73.2139,65.9022,82.021,0.772,0.048,0.0138,0.2188,16.9402,3.4489,0,0,0,,0,0,0,77.431,1.154,19.998,2.256,0.197,0,14.438,,0,0,,0,,0.832,0.832,0.832,0,0,0,0.007,0.0069,0.0659,0,,1.843,29.109,28.792,0,0,0,0,0,0,0.701,0,22.991,0,5.1,0,0,0,0,30.885,0,0,28.901,0,1.984,38.837,34.838,3.999,0,0,0,0,0,1.487,,681.007,67.955,37.433,51.29,83.578,33.003,35.893,27.789,13.296,36.934,9.253,28.282,55.278,30.256,49.101,51.759,24.664,36.451,8.792,,
B02101,いも・でんぷん類,レンコンの粉,East indian lotus starch,,364.8407,364.1559,11.34,0.12,0.05,,0.1519,88.3381,0.323,,,,,,,,4.71,32.35,43.51,7.92,0.76,0.079,13.87,,0,0,0,0,,0,0,0,0,0,0,0.005,0.01,0.09,0,,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02201,いも・でんぷん類,サゴ,Sago; Sago pearl; Tapioca,,370.9893,370.4498,9.85,0.1,0.1,,0.2021,89.7479,0.2545,,,,,,,,14.02,17.48,10.75,4.545,0.945,0.0855,7.655,,0,0,0,0,,0.0251,0.03,0.025,0,0,0.005,0.0095,0,0.085,0.004,,15.05,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,9,6,11,32,0,8,7,25,18,0,0,12,13,0,0,12,19,0,,
B02301,いも・でんぷん類,ヒシ（生）,Water singharnut; Water caltrops; Water chestnut,,76.3995,72.3715,81,1.9,0.33,,0.7,16.07,1.9,,,,,,,,21,250,19,34,5.9,0.5,83,,0,0,0,0,,,,,,,,0.13,0.03,1.5,0.068,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02401,いも・でんぷん類,ヒシ（調理）,Water singharnut; Water caltrops; Water chestnut,54,146.2443,139.8269,63.39,4.218,0.25,,1.1567,30.9853,3.0271,,,,,,,,16.05,426.09,10.83,33.09,1.31,1.34,178.85,,3.6499,0.3651,0,2.19,,2.0457,7.77,1.36,0.29,5.65,0.47,0.224,0.046,3.64,0.244,,16.1,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3780.0001,390.23,151.63,198.36,692.5,137.04,223.41,191.01,104.1901,203.63,52.51,161.65,274.51,110.23,158.36,203.05,117.19,392.33,18.17,,
B02501,いも・でんぷん類,ヒシ仁（生）,,,118.0451,113.4768,69.756,4.141,0.3171,0.0959,1.7083,24.0776,2.1549,1.32,0.26,0.208,,0,0.852,0,14.651,396.28,22.603,51.694,1.087,0.832,132.722,,0,0,,0,,4.7202,10.939,4.021,0.044,6.81,0.064,0.171,0.0426,3.8112,0.208,,19.699,5.471,30.243,0,0,0,0,0,0,0,0,25.374,0,2.632,0,1.046,1.191,0,18.798,0,0,18.798,0,0,50.959,42.772,8.187,0,0,0,0,0,0,,3429.619,336.636,127.419,179.773,664.933,100.049,195.544,164.178,52.875,166.549,39.115,140.042,252.029,101.465,180.738,180.707,90.511,391.278,65.778,,
B02601,いも・でんぷん類,こんにゃくパウダー,,,351.3836,336.645,9.296,0.184,0.1888,0,3.0941,87.2371,7.3693,82.955,82.955,0,,0,0,0,13.366,1806.594,291.3956,6.6759,0.576,0.281,82.9874,,0,0,,0,,0,0,0,0,0,0,0.006,0,0,0.044,,23.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
C00101,種実類,アーモンド（生）,Sliced almonds nut,,563.8544,550.4163,4.963,27.257,47.8116,3.7499,2.9931,16.9753,6.4918,3.582,0,0,,0,3.582,0,20.058,625.881,272.7235,293.8373,3.134,3.36,481.1268,,0,0,,0,,19.7294,20.234,19.578,0.286,0.37,0,0.142,0.91,3.055,0.142,,49.775,0,7.843,0,0,0,0,0,0,0.04,0,6.039,0.055,1.638,0,0.071,0,0,66.298,0,0.488,65.739,0.071,0,25.742,25.742,0,0,0,0,0,0,0.117,,22914.07,2631.706,523.124,881.995,6345.6,841.877,1566.149,846.783,216.779,951.306,155.142,860.689,1592.554,741.82,1177.06,587.865,534.049,2459.572,0,,
C00201,種実類,アーモンドスライス（調理）,Sliced almonds nut,,617.8689,588.1443,2.987,23.443,56.8882,2.6533,1.8495,14.8323,14.3597,0,0,0,,0,0,0,73.271,61.061,262.374,195.021,3.583,5.023,415.03,,85.0099,8.503,,51.008,,1.5597,12.199,0.37,0.072,11.592,0.165,0.009,0.1824,0.2444,0.009,,16.946,0,4.664,0,0,0,0,0.007,0,0.022,0,4.24,0.038,0.219,0,0.091,0.024,0.023,69.712,0,0.719,68.968,0.016,0.009,25.578,25.478,0.1,0,0,0,0,0,0.046,,25674.577,2917.823,736.155,1112.541,6352.463,1028.403,1348.563,1244.912,173.278,1075.158,114.52,949.372,1966.692,889.248,1387.736,699.108,626.052,2726.065,326.488,,
C00301,種実類,オリジナルアーモンド,Almond,,587.8776,567.5262,1.871,21.946,49.8409,4.2325,3.1095,23.2326,9.8316,4.256,0,0,,0,4.256,0,0.998,728.083,252.794,274.535,3.63,2.957,467.36,59.77,8.733,0.8735,,5.24,,23.3893,23.914,23.302,0.087,0.525,0,0.11,0.8974,2.7037,0.179,,78,0.437,8.492,0,0,0,0,0,0,0.059,0,6.854,0.053,1.381,0,0.07,0.025,0.05,64.782,0,0.482,64.226,0.074,0,26.7,26.654,0.046,0,0,0,0,0,0.026,,19936.815,2265.646,602.333,854.225,5387.886,696.549,1344.086,912.426,215.863,730.346,0,634.403,1356.738,623.47,1028.941,556.266,468.521,2066.927,192.189,,
C00401,種実類,ニンニクアーモンド,Almonds: onion and garlic,,603.2053,583.9637,1.536,23.349,53.6446,4.8136,3.4903,17.9801,9.2955,4.492,0,0,,0,4.492,0,203.0215,582.503,286.7698,275.981,3.686,3.4645,511.3435,,2.4749,0.2476,0,1.485,,17.446,18.613,17.226,0.271,1.116,0,0.0645,1.1255,3.293,0.2942,,86.0425,0.465,8.9732,0,0,0,0,0,0,0.082,0,7.398,0.0285,1.4272,0,0.0375,0,0,66.1769,0,0.5034,65.639,0.0345,0,24.7898,24.7463,0.0435,0,0,0,0,0,0.0605,,21674.054,2243.553,565.1805,822.6865,5917.1,836.0535,1459.985,893.133,343.948,887.028,152.265,788.2175,1432.6265,658.166,1114.7785,571.5235,567.6335,2321.256,98.92,,
C00501,種実類,アーモンドの粉,Apricot powder,,529.7459,519.7424,5.056,9.675,36.3659,3.1762,1.78,47.1231,4.8326,26.177,26.177,0,,0,0,0,172.369,220.933,108.7597,78.419,1.153,3.206,308.3446,,0,0,,0,,1.2636,9.361,0.363,0.065,8.725,0.208,0.01,0.073,0,0.048,,38.636,0,8.734,0,0,0.144,0.116,1.252,0,0.398,0,4.822,0.043,1.851,0,0.108,0,0,68.641,0,0.623,67.927,0.091,0,22.511,22.427,0.084,0,0,0,0,0,0.115,,9682.45,1096.838,245.937,415.879,2436.535,433.915,499.073,426.827,62.274,475.027,83.954,396.555,734.671,300.993,515.809,286.777,262.346,862.714,146.326,,
C00601,種実類,松の実,Pine-seed: raw,,677.7577,669.055,1.871,16.6155,69.5262,5.8509,2.6095,9.3778,4.2042,3.615,0,0,,0,3.615,0,3.5415,640.8065,14.9621,269.9958,5.258,6.633,610.6466,,6.7914,0.6793,0,4.075,,13.4317,20.5795,12.513,0.375,7.686,0.0055,0.573,0.115,3.577,0.1686,,72.664,2.4,8.4154,0,0,0,0,0,0,0,0,5.598,0.025,2.3369,0,0.3935,0.062,0,32.7272,0,0.0771,31.1938,1.4563,0,58.5114,50.8455,7.6659,0,0,0,0,0,0.691,,15165.4405,1291.903,421.378,785.8385,2991.978,655.5185,687.686,654.9485,477.329,663.8495,290.24,542.1595,1020.5575,632.6235,525.128,552.9535,319.5075,2598.012,53.83,,
C00701,種実類,オリジナル松の実,Pine-seed,,680.4281,668.0776,0.965,14.462,68.9571,6.8081,2.5756,13.0403,5.9664,2.689,0,0.136,,0,2.553,0,0.777,671.087,13.498,267.453,5.331,6.631,629.507,84.29,18.8892,1.8894,,11.334,,12.6141,22.701,11.494,0,11.2,0.007,0.389,0.1867,3.329,0.155,,66.008,1.16,9.873,0,0,0,0,0,0,0.025,0,6.421,0.06,2.779,0,0.424,0.13,0.034,33.881,0,0.082,32.378,1.421,0,55.444,55.217,0.227,0,0,0,0,0,0.8,,12096.881,1191.839,391.892,730.801,2561.226,509.268,597.452,590.983,234.076,468.716,0,378.554,827.054,322.5,423.575,451.309,272.336,2019.167,126.133,,
C00801,種実類,ハニー松の実,Pine-seed: honey roasted,,697.07,689.01,1.18,14.89,62.39,5.2131,2.54,19,4.03,,,,,,,,2.36,338.99,14.63,232.31,5.6,6.52,582.79,,4.0832,0.4084,0,2.45,,10.059,15.27,9.48,0,5.79,0,0.543,0.12,3.96,0.1802,,138,2.82,8.3557,0,0,0,0,0,0,0,0,5.3941,0,2.4416,0,0.4006,0.1194,0,36.3248,0,0.0693,34.8705,1.385,0,55.319,55.1264,0.1926,0,0,0,0,0,0,,14517.49,1242.5,416.23,731.01,2764.72,642.72,653.07,652.53,623.63,635.83,268.25,510.29,947.96,574.03,498.33,499.14,624.62,2090.08,142.55,,
C00901,種実類,オリジナルマカダミア,Hawaii nut; Macadamia nut,,699.8346,686.8625,1.183,7.478,71.6416,12.2278,1.4552,18.2422,6.2667,4.836,0,0,,0,4.836,0,1.44,443.657,57.827,126.628,1.979,1.373,241.063,29.02,13.4378,1.3441,,8.063,,2.0104,2.068,2.004,0,0.064,0,0.226,0.1057,0.7149,0.168,,48.631,0.963,17.068,0,0,0,0,0.086,0,0.747,0,8.947,0.031,3.568,0,2.691,0.732,0.266,80.605,0,21.246,57.142,2.217,0,2.25,2.043,0.207,0,0,0,0,0,0.078,,7234.362,728.695,261.201,346.131,1631.314,276.38,374.445,328.286,202.837,288.077,77.17,202.383,448.538,379.108,228.749,314.782,175.811,912.162,58.293,,
C01001,種実類,揚げマカダミア,Hawaii nut; Macadamia nut,,720.343,709.1833,0.8835,9.4045,76.3138,12.8799,1.368,12.0302,5.3912,4.335,0,0,,0,4.335,0,80.097,341.6755,52.5597,97.954,2.652,1.709,188.4985,,1.7583,0.1759,0,1.055,0,0.1214,0.2495,0.106,0.0085,0.118,0.017,0.2945,0.0695,0.9645,0.1437,,48.156,0,16.8776,0,0,0,0,0.0896,0,0.849,0,8.5479,0.019,3.5906,0,2.7079,0.7755,0.2981,80.7721,0,16.0817,62.0262,2.4369,0.2273,2.3094,2.1739,0.1355,0,0,0,0,0,0.084,,8650.704,786.312,253.609,350.8,2040.6005,387.231,416.8905,314.7255,383.9945,333.385,107.3775,262.2475,508.134,468.461,263.1155,338.481,186.4815,1207.508,41.35,0,
C01101,種実類,くるみ,Walnut: raw,58.5,667.4064,654.6403,3.6663,15.388,67.9249,6.1122,1.8467,11.1741,6.1672,1.777,0,0,,0,1.777,0,4.5317,453.1837,98.6429,172.8751,2.6923,2.971,440.4153,,18.5381,1.8543,0,11.1233,,2.8969,20.7233,0.969,0.082,18.8703,0.802,0.24,0.0997,1.6243,0.3677,,70.0897,2.052,8.9984,0,0,0,0,0,0,0.0163,0,6.4928,0.0347,2.3926,0,0.062,0,0,19.1624,0,0.0999,18.9392,0.1233,0,71.8391,61.3665,10.4726,0,0,0,0,0,0,,15813.2792,1573.284,501.0383,813.1313,3360.3667,555.597,828.6093,641.3033,278.5777,718.2813,189.6137,616.654,1148.3577,558.5157,697.5263,467.464,379.1563,2406.1893,79.6133,,
C01201,種実類,甘いクルミ,Walnut,,723.4015,711.0761,1.595,14.448,67.4103,6.5577,1.8175,14.7292,6.1627,3.706,0,0,,0,3.706,0,28.342,513.767,96.455,169.061,3.09,3.838,458.426,85.35,47.4314,4.7443,,28.46,,2.8709,17.244,1.313,0.064,15.262,0.605,0.194,0.1579,1.4869,0.513,,59.449,0.642,9.728,0,0,0,0,0,0,0.027,0,6.996,0.053,2.536,0,0.085,0.031,0,15.878,0,0.075,15.601,0.202,0,74.257,60.589,13.668,0,0,0,0,0,0.136,,14585.558,1526.9,524.927,812.876,3113.252,451.527,757.791,642.87,211.342,557.229,139.027,489.498,1081.763,511.398,642.667,408.673,372.474,2172.203,169.141,,
C01301,種実類,栗（健康）,Chestnut: raw,20.2,263.8746,242.3017,34.32,4.6115,1.44,0.2535,1.6875,57.941,10.4217,26.071,0.734,0.543,,0,24.794,0,1.0635,757.771,38.5032,59.5086,1.154,1.0485,113.6786,,24.6407,2.4643,8.04,10.765,,1.8836,14.3355,0.463,0.142,13.628,0.1025,0.2335,0.131,1.284,0.6144,,59.93,14.6675,17.6013,0,0,0.0105,0.01,0.026,0,0.059,0.0335,15.5108,0.054,1.0253,0,0.3504,0.3334,0.1884,36.133,0,0.1825,35.2987,0.6518,0,46.1846,41.1227,5.0619,0,0,0,0,0,0.161,,4106.668,786.9745,163.2725,179.3955,595.0555,138.824,201.306,315.024,54.9495,206.763,42.6095,161.2275,268.7775,114.1435,168.737,241.6755,119.286,270.624,78.023,,
C01401,種実類,Tangchaolizai,Chestnut: parch w/ sugar; Marron glace,19.5,209.5805,197.8436,47.62,4.15,0.81,0.1575,1.13,46.29,5.67,,,,,,,,1.96,533.6,30.12,60.14,1.08,0.86,117.85,,70.3639,7.0375,10.52,36.96,,0.657,6.57,0,0,6.57,0,0.225,0.14,1.24,0.5963,,58,25.89,19.4476,0,0,0,0,0,0,0,0,17.3015,0,1.0289,0,0.386,0.3827,0.3485,31.3956,0,0,30.7664,0.6292,0,49.1564,42.9221,6.2343,0,0,0,0,0,0,,4494.65,919.4,168.17,179.22,749.12,169.39,213.88,218.32,100.58,212.24,45.81,166.22,288.95,135.85,177.19,246.94,136.04,367.33,0,,
C01501,種実類,栗仁（生）,Chestnut: raw,,176.4781,158.4826,55.852,3.686,0.7452,0.1429,1.0312,38.6856,8.6935,8.08,0,0,,0,8.08,0,2.315,462.969,24.678,59.787,1.074,0.694,90.096,,166.6367,16.6677,,99.986,,0.6645,6.315,0.041,0,6.231,0.043,0.243,0.1408,1.0905,0.375,,7.131,28.519,19.17,0,0,0,0,0,0,0,0,16.175,0,2.335,0,0,0.66,0,31.535,0,0.605,29.364,0.822,0.744,49.295,44.062,5.233,0,0,0,0,0,0,,3419.424,602.77,145.909,156.037,481.82,141.26,174.967,214,24.497,173.876,19.221,141.87,250.567,108.881,142.601,208.81,105.374,282.498,44.466,,
C01601,種実類,図,Fig nut,,364.9902,337.4799,11.45,3.56,4.3,0.5029,2.89,77.8,13.29,,,,,,,,9.66,897.78,363.31,95.92,4.47,0.805,67.13,,11.1329,1.1136,0,6.68,,1.9212,11.04,0.93,0,9.89,0.22,0.134,0.07,0.79,0.9418,,83,5.18,11.6951,0,0,0,0,0,0,0,0,7.7959,0,3.3922,0,0.507,0,0,18.1143,0,0,17.9115,0.2028,0,70.1902,35.285,34.9052,0,0,0,0,0,0,,2564.53,320.19,102.85,134.18,394.55,233.47,131.06,148.13,78.91,132.67,24.56,100.39,170.72,79.45,110.54,124.53,67.33,211,0,,
C01701,種実類,ピスタチオ,Pistachios,49.6,600.755,572.6833,1.132,22.381,52.7376,5.8468,3.6808,20.0686,13.5612,6.216,0,0,,0,6.216,0,462.3223,987.728,106.5164,109.9217,3.3087,2.7057,421.6866,,132.8725,13.2891,26,66.7267,,2.0438,10.8135,1.0165,0.1885,9.5095,0.099,0.5483,0.1637,1.5367,1.2015,,59.467,0.261,11.0865,0,0,0,0,0,0,0.0868,0,9.729,0.0225,1.0836,0,0.1191,0.0455,0,57.5822,0,0.8737,56.2837,0.4248,0,31.2863,30.8619,0.4244,0,0,0,0,0,0.09,,18440.6815,1730.9515,603.6025,1042.827,3779.158,713.041,867.594,822.6065,303.2755,1042.7005,259.3005,790.844,1351.852,546.924,903.872,972.339,464.3095,1936.729,308.755,0,
C01801,種実類,カシューナッツ（生）,Cashew nuts: raw,,568.1358,560.6687,3.315,18.3335,45.5279,9.9121,2.4919,30.3317,3.6073,7.157,0,0,,0,7.157,0,11.2645,646.819,44.6419,252.793,6.605,5.8595,551.9853,,2.7249,0.2726,0,1.635,,0.8208,4.265,0.3485,0.2995,3.515,0.102,0.635,0.128,1.295,0.3857,,81.006,0,21.7715,0,0,0,0,0,0,0.0125,0,11.2978,0.0705,9.5782,0,0.678,0.069,0.0655,59.4592,0,0.3878,58.9019,0.1695,0,18.7353,18.585,0.1503,0,0,0,0,0,0.065,,21003.0645,1892.4095,682.5935,1031.5675,4783.119,729.7365,922.5495,790.0385,488.96,1107.3135,333.787,838.1825,1567.909,714.958,965.215,930.982,485.7925,2356.3895,381.5615,,
C01901,種実類,オリジナルカシュー,Cashew nuts,,566.0303,555.7807,2.226,16.376,43.7356,10.2735,2.4932,35.1692,4.9515,6.519,0,0,,0,6.519,0,9.972,732.804,39.796,289.806,5.73,5.575,516.191,132.03,8.0747,0.8077,,4.845,,1.0394,8.172,0.251,0,7.88,0.041,0.466,0.1915,0.9309,0.187,,87.858,0,23.49,0,0,0,0,0,0,0.04,0,12.251,0.139,10.081,0,0.701,0.142,0.136,58.448,0,0.382,57.912,0.154,0,18,17.843,0.157,0,0,0,0,0,0.061,,17926.052,1738.587,669.081,999.914,4044.465,593.873,856.606,760.074,196.08,828.15,196.743,642.011,1365.15,606.965,866.806,973.347,535.427,2042.452,10.321,,
C02001,種実類,ハニーカシュー,Cashew nuts: honey roasted,,599.62,595.72,2.19,17.59,43.58,10.3639,2.38,34.26,1.95,,,,,,,,12.15,617.67,45.82,220.59,5.68,5.186,508.18,,4.3165,0.4318,0,2.59,0,0.8323,4.03,0.5,0,3.3,0.23,0.292,0.14,1.03,0.4989,,73,0,23.7814,0,0,0,0,0,0,0,0,12.2712,0,10.7653,0,0.7449,0,0,55.8352,0,0.3706,55.4646,0,0,20.3831,19.9726,0.4105,0,0,0,0,0,0,,17261.09,1541.41,598.3,839.46,3631.41,643.53,763.08,687.85,617.97,901.14,280.76,679.74,1308.74,581.93,822.81,750.12,358.37,1991.46,263.01,0,
C02101,種実類,ヘーゼルナッツ風味,,,671.6361,655.1045,1.077,12.997,66.4911,5.7428,2.2344,17.2005,7.9863,2.452,0,0,,0,2.452,0,0.976,637.915,182.024,180.615,3.802,2.307,378.997,100.89,26.199,2.6205,,15.72,,25.2674,28.35,24.812,0.346,3.167,0.025,0.19,0.1504,0.9072,0.636,,77.567,0,8.637,0,0,0,0,0.026,0,0.044,0,5.992,0.048,2.403,0,0.106,0,0.018,83.057,0,0.195,82.722,0.14,0,8.248,8.109,0.139,0,0,0,0,0,0.057,,11803.287,1280.161,395.031,573.535,2759.128,346.253,580.847,572.885,186.701,482.884,61.364,381.248,848.894,350.082,532.516,339.351,318.345,1633.253,160.809,,
C02201,種実類,シナモンスイカの種,"Watermelon seeds: spiced, cooked",64.6,492.4032,458.5794,5.273,31.05,34.4,5.9461,5.51,23.767,16.34,,,,,,,,854.1,779.37,46.58,417.98,7.97,5.29,901.52,,0,0,0,0,,4.0521,21.36,2.29,0,17.46,1.61,0.06,0.13,1.24,0.7397,,54,0,17.2851,0,0,0,0,0,0,0.0669,0,9.6706,0.077,7.2092,0,0.2614,0,0,11.8168,0,0.0555,11.6679,0.0934,0,70.8976,70.7331,0.1645,0,0,0,0,0,0,,32723.86,2878.12,1029.51,1477.37,6206.48,1199.06,1917.94,1540.29,750.94,1424.03,474.43,1216.52,2103.04,1055.51,1671.61,979.97,841.52,5311.79,645.73,,
C02202,種実類,醤油スイカの種,Watermelon seed: soysauce seasoned,61.1,509.2216,486.6478,5.136,29.537,37.6654,6.8438,5.1877,22.4739,10.9052,1.844,0,0,,0,1.844,0,684.734,788.044,86.8512,473.992,7.453,5.76,1013.366,,0,0,,0,,2.3966,23.892,0.059,0.056,23.082,0.695,0.041,0.085,1.114,0.339,,137.986,0,18.17,0,0,0,0,0.014,0,0.071,0.028,10.331,0.081,7.29,0,0.284,0.071,0,11.194,0,0.074,11.029,0.091,0,70.636,70.47,0.166,0,0,0,0,0,0,,33458.054,3089.712,1025.201,1582.147,6654.861,1152.094,2093.197,1443.167,325.027,1496.996,754.685,1350.064,2330.692,1141.225,1769.072,1008.511,825.709,5287.188,128.506,,
C02301,種実類,亜麻の種子,Flex seed,,524.2401,476.3326,7.593,20.83,40.328,4.3014,3.1373,28.1117,23.1437,1.311,0,0,,0,1.311,0,46.381,629.497,253.014,313.337,6.677,4.054,502.505,,422.7531,42.2855,,253.662,,1.456,13.101,0.177,0,12.775,0.149,0.474,0.1294,2.0881,0.599,,66.996,0,10.666,0,0,0,0,0.022,0,0.049,0.025,5.635,0.068,4.432,0,0.168,0.162,0.105,20.556,0,0.06,20.454,0.042,0,68.662,14.72,53.918,0,0.024,0,0,0,0.115,,21449.573,2197.847,836.716,1049.742,4593.128,737.664,1395.751,1077.832,247.588,1020.383,261.002,925.516,1377.34,593.652,1031.747,893.759,498.763,2308.233,402.91,,
C02401,種実類,亜麻種子粉末,Flex seed powder,,581.7137,527.5544,0.62,21.369,47.3785,4.2589,3.3585,27.274,26.1639,0.988,0,0,,0,0.988,0,123.477,8.408,7.535,3.628,0.313,0.26,17.617,,39.2068,3.9216,,23.525,,1.3682,12.419,0.164,0,12.018,0.237,0.008,0.1828,3.2819,0.276,,47.549,0.297,8.989,0,0,0,0,0,0,0.047,0,5.76,0,2.967,0,0,0.128,0.087,17.152,0,0,17.102,0.05,0,73.742,15.82,57.922,0,0,0,0,0,0.116,,17496.525,1775.538,724.972,869.715,3626.141,646.049,1207.455,916.658,146.39,898.964,272.689,781.753,1151.635,508.245,900.193,534.689,422.566,1743.301,369.572,,
C02501,種実類,白ごま（生）,White seasame seed,,598.038,576.2906,4.721,22.2645,54.9223,8.2153,3.0847,15.0075,10.506,0.9867,0,0,,0,0.9867,0,38.8005,461.2175,63.937,377.61,6.8405,3.7435,722.8715,,0,0,0,0,,2.7263,22.7085,0.545,0,21.7735,0.39,0.9025,0.1691,5.2427,0.6991,,78.862,0.62,14.958,0,0,0,0,0,0,0.0115,0,9.2695,0.0285,4.892,0,0.572,0.109,0.0755,37.9785,0,0.116,37.6795,0.183,0,47.0485,46.715,0.3335,0,0,0,0,0,0.0155,,22322.3365,1843.9185,794.86,992.5285,4691.8075,813.277,1148.692,1068.98,574.823,1021.651,561.6175,805.512,1513.286,915.56,1015.5035,614.346,591.5105,3074.999,279.4645,,
